Namespace(duration=43200, fig_directory='res/simulator', generate_addition_probabilities=False, generate_graphs=True, generate_table=False, model='GPT-3', model_size='350M', performace_log_interval=1, removal_probability=None, seed=None, spot_instance_desired_capacity=20, spot_instance_trace='traces/g4dn-trace-8-20.csv', start_hour=None)
[0.000] node1 simulate_spot_instance_add: 0
[0.000] node3 simulate_spot_instance_add: 0
[0.000] node7 simulate_spot_instance_add: 0
[0.000] node15 simulate_spot_instance_add: 0
[0.000] node14 simulate_spot_instance_add: 0
[0.000] node6 simulate_spot_instance_add: 0
[0.000] node13 simulate_spot_instance_add: 0
[0.000] node12 simulate_spot_instance_add: 0
[0.000] node2 simulate_spot_instance_add: 0
[0.000] node5 simulate_spot_instance_add: 0
[0.000] node11 simulate_spot_instance_add: 0
[0.000] node10 simulate_spot_instance_add: 0
[0.000] node20 simulate_spot_instance_add: 0
[0.000] node4 simulate_spot_instance_add: 0
[0.000] node9 simulate_spot_instance_add: 0
[0.000] node19 simulate_spot_instance_add: 0
[0.000] node18 simulate_spot_instance_add: 0
[0.000] node8 simulate_spot_instance_add: 0
[0.000] node17 simulate_spot_instance_add: 0
[0.000] node16 simulate_spot_instance_add: 0
[45.000] node7 simulate_spot_instance_ready: 45000
[45.000] node7 starting global rendezvous
[45.000] simulate_rendezvous_start: 45000 True
[45.000] simulate_rendezvous_restart: 45000
[45.000] simulate_preparation: 45000 ['node7']
[45.000] node14 simulate_spot_instance_ready: 45000
[45.000] node6 simulate_spot_instance_ready: 45000
[45.000] node17 simulate_spot_instance_ready: 45000
[45.000] node16 simulate_spot_instance_ready: 45000
[45.000] node15 simulate_spot_instance_ready: 45000
[45.000] node13 simulate_spot_instance_ready: 45000
[45.000] node5 simulate_spot_instance_ready: 45000
[45.000] node8 simulate_spot_instance_ready: 45000
[45.000] node12 simulate_spot_instance_ready: 45000
[45.000] node2 simulate_spot_instance_ready: 45000
[45.000] node11 simulate_spot_instance_ready: 45000
[45.000] node20 simulate_spot_instance_ready: 45000
[45.000] node18 simulate_spot_instance_ready: 45000
[45.000] node10 simulate_spot_instance_ready: 45000
[45.000] node4 simulate_spot_instance_ready: 45000
[45.000] node19 simulate_spot_instance_ready: 45000
[45.000] node1 simulate_spot_instance_ready: 45000
[45.000] node3 simulate_spot_instance_ready: 45000
[45.000] node9 simulate_spot_instance_ready: 45000
[46.000] simulate_preparation: 46000
[46.000] simulate_preparation: 46000 ['node7', 'node14', 'node6', 'node17', 'node16', 'node15', 'node13', 'node5', 'node8', 'node12', 'node2', 'node11', 'node20', 'node18', 'node10', 'node4', 'node19', 'node1', 'node3', 'node9']
[46.000] simulate_assign_coordinates ['node7', 'node14', 'node6', 'node17', 'node16', 'node15', 'node13', 'node5', 'node8', 'node12', 'node2', 'node11', 'node20', 'node18', 'node10', 'node4', 'node19', 'node1', 'node3', 'node9']
46000 20 nodes completed rendezvous version 1, 20x1 configuration
46000 starting training with 20 20 nodes
[4065.365] simulate training iteration execution finish 435
[4076.965] simulate training iteration execution finish 436
[4088.565] simulate training iteration execution finish 437
[4100.165] simulate training iteration execution finish 438
[4111.765] simulate training iteration execution finish 439
[4123.365] simulate training iteration execution finish 440
[4134.965] simulate training iteration execution finish 441
[4146.565] simulate training iteration execution finish 442
[4158.165] simulate training iteration execution finish 443
[4169.765] simulate training iteration execution finish 444
[4181.365] simulate training iteration execution finish 445
[4192.965] simulate training iteration execution finish 446
[4204.565] simulate training iteration execution finish 447
[4216.165] simulate training iteration execution finish 448
[4227.765] simulate training iteration execution finish 449
[4239.365] simulate training iteration execution finish 450
[4250.965] simulate training iteration execution finish 451
[4260.000] node16 simulate_spot_instance_remove: 4260000
[4260.000] simulate_rendezvous_start: 4260000 False
[4260.000] simulate_rendezvous_restart: 4260000
[4260.000] node5 simulate_spot_instance_remove: 4260000
[4260.000] same delta as last reconfigure, skipping
[4260.938] simulate_reconfigure: 4260937.5
[4260.938] simulate_preparation: 4260937.5 ['node3', 'node7', 'node14', 'node13', 'node12', 'node2', 'node5', 'node10', 'node20', 'node9', 'node18', 'node17', 'node21', 'node23']
[4260.938] node5 terminated during redezvous, restarting
[4260.938] simulate_rendezvous_restart: 4260937.5
[4260.938] simulate_preparation: 4260937.5
[4260.938] simulate_preparation: 4260937.5 ['node3', 'node7', 'node14', 'node13', 'node12', 'node2', 'node10', 'node20', 'node9', 'node18', 'node17', 'node21', 'node23']
[4260.938] simulate_assign_coordinates ['node3', 'node7', 'node14', 'node13', 'node12', 'node2', 'node10', 'node20', 'node9', 'node18', 'node17', 'node21', 'node23']
4260937.5 13 nodes completed rendezvous version 7, 13x1 configuration
4260937.5 starting training with 13 13 nodes
[4273.227] simulate training iteration execution finish 452
[4285.517] simulate training iteration execution finish 453
[4297.807] simulate training iteration execution finish 454
[4310.097] simulate training iteration execution finish 455
[4322.387] simulate training iteration execution finish 456
[4334.677] simulate training iteration execution finish 457
[4346.967] simulate training iteration execution finish 458
[4359.257] simulate training iteration execution finish 459
[4371.547] simulate training iteration execution finish 460
[4383.837] simulate training iteration execution finish 461
[4396.127] simulate training iteration execution finish 462
[4408.417] simulate training iteration execution finish 463
[4420.708] simulate training iteration execution finish 464
[4432.998] simulate training iteration execution finish 465
[4445.288] simulate training iteration execution finish 466
[4457.578] simulate training iteration execution finish 467
[4469.868] simulate training iteration execution finish 468
[4482.158] simulate training iteration execution finish 469
[4494.448] simulate training iteration execution finish 470
[4506.738] simulate training iteration execution finish 471
[4519.028] simulate training iteration execution finish 472
[4531.318] simulate training iteration execution finish 473
[4543.608] simulate training iteration execution finish 474
[4555.898] simulate training iteration execution finish 475
[4568.188] simulate training iteration execution finish 476
[4580.477] simulate training iteration execution finish 477
[4592.767] simulate training iteration execution finish 478
[4605.057] simulate training iteration execution finish 479
[4617.347] simulate training iteration execution finish 480
[4629.637] simulate training iteration execution finish 481
[4641.927] simulate training iteration execution finish 482
[4654.217] simulate training iteration execution finish 483
[4666.507] simulate training iteration execution finish 484
[4678.797] simulate training iteration execution finish 485
[4691.087] simulate training iteration execution finish 486
[4703.377] simulate training iteration execution finish 487
[4715.667] simulate training iteration execution finish 488
[4727.958] simulate training iteration execution finish 489
[4740.248] simulate training iteration execution finish 490
[4752.538] simulate training iteration execution finish 491
[4764.828] simulate training iteration execution finish 492
[4777.118] simulate training iteration execution finish 493
[4789.408] simulate training iteration execution finish 494
[4801.698] simulate training iteration execution finish 495
[4813.988] simulate training iteration execution finish 496
[4826.278] simulate training iteration execution finish 497
[4838.568] simulate training iteration execution finish 498
[4850.858] simulate training iteration execution finish 499
[4863.148] simulate training iteration execution finish 500
[4875.438] simulate training iteration execution finish 501
[4887.727] simulate training iteration execution finish 502
[4900.017] simulate training iteration execution finish 503
[4912.307] simulate training iteration execution finish 504
[4924.597] simulate training iteration execution finish 505
[4936.887] simulate training iteration execution finish 506
[4949.177] simulate training iteration execution finish 507
[4961.467] simulate training iteration execution finish 508
[4973.757] simulate training iteration execution finish 509
[4986.047] simulate training iteration execution finish 510
[4998.337] simulate training iteration execution finish 511
[5010.627] simulate training iteration execution finish 512
[5022.917] simulate training iteration execution finish 513
[5035.208] simulate training iteration execution finish 514
[5047.498] simulate training iteration execution finish 515
[5059.788] simulate training iteration execution finish 516
[5072.078] simulate training iteration execution finish 517
[5084.368] simulate training iteration execution finish 518
[5096.658] simulate training iteration execution finish 519
[5108.948] simulate training iteration execution finish 520
[5121.238] simulate training iteration execution finish 521
[5133.528] simulate training iteration execution finish 522
[5145.818] simulate training iteration execution finish 523
[5158.108] simulate training iteration execution finish 524
[5170.398] simulate training iteration execution finish 525
[5182.688] simulate training iteration execution finish 526
[5194.977] simulate training iteration execution finish 527
[5207.267] simulate training iteration execution finish 528
[5219.557] simulate training iteration execution finish 529
[5231.847] simulate training iteration execution finish 530
[5244.137] simulate training iteration execution finish 531
[5256.427] simulate training iteration execution finish 532
[5268.717] simulate training iteration execution finish 533
[5281.007] simulate training iteration execution finish 534
[5293.297] simulate training iteration execution finish 535
[5305.587] simulate training iteration execution finish 536
[5317.877] simulate training iteration execution finish 537
[5330.167] simulate training iteration execution finish 538
[5342.458] simulate training iteration execution finish 539
[5354.748] simulate training iteration execution finish 540
[5367.038] simulate training iteration execution finish 541
[5379.328] simulate training iteration execution finish 542
[5391.618] simulate training iteration execution finish 543
[5403.908] simulate training iteration execution finish 544
[5416.198] simulate training iteration execution finish 545
[5428.488] simulate training iteration execution finish 546
[5440.778] simulate training iteration execution finish 547
[5453.068] simulate training iteration execution finish 548
[5465.358] simulate training iteration execution finish 549
[5477.648] simulate training iteration execution finish 550
[5489.938] simulate training iteration execution finish 551
[5502.227] simulate training iteration execution finish 552
[5514.517] simulate training iteration execution finish 553
[5526.807] simulate training iteration execution finish 554
[5539.097] simulate training iteration execution finish 555
[5551.387] simulate training iteration execution finish 556
[5563.677] simulate training iteration execution finish 557
[5575.967] simulate training iteration execution finish 558
[5588.257] simulate training iteration execution finish 559
[5600.547] simulate training iteration execution finish 560
[5612.837] simulate training iteration execution finish 561
[5625.127] simulate training iteration execution finish 562
[5637.417] simulate training iteration execution finish 563
[5649.708] simulate training iteration execution finish 564
[5661.998] simulate training iteration execution finish 565
[5674.288] simulate training iteration execution finish 566
[5686.578] simulate training iteration execution finish 567
[5698.868] simulate training iteration execution finish 568
[5711.158] simulate training iteration execution finish 569
[5723.448] simulate training iteration execution finish 570
[5735.738] simulate training iteration execution finish 571
[5748.028] simulate training iteration execution finish 572
[5760.318] simulate training iteration execution finish 573
[5772.608] simulate training iteration execution finish 574
[5784.898] simulate training iteration execution finish 575
[5797.188] simulate training iteration execution finish 576
[5809.477] simulate training iteration execution finish 577
[5821.767] simulate training iteration execution finish 578
[5834.057] simulate training iteration execution finish 579
[5846.347] simulate training iteration execution finish 580
[5858.637] simulate training iteration execution finish 581
[5870.927] simulate training iteration execution finish 582
[5883.217] simulate training iteration execution finish 583
[5895.507] simulate training iteration execution finish 584
[5907.797] simulate training iteration execution finish 585
[5920.087] simulate training iteration execution finish 586
[5932.377] simulate training iteration execution finish 587
[5944.667] simulate training iteration execution finish 588
[5956.958] simulate training iteration execution finish 589
[5969.248] simulate training iteration execution finish 590
[5981.538] simulate training iteration execution finish 591
[5993.828] simulate training iteration execution finish 592
[6006.118] simulate training iteration execution finish 593
[6018.408] simulate training iteration execution finish 594
[6030.698] simulate training iteration execution finish 595
[6042.988] simulate training iteration execution finish 596
[6055.278] simulate training iteration execution finish 597
[6067.568] simulate training iteration execution finish 598
[6079.858] simulate training iteration execution finish 599
[6092.148] simulate training iteration execution finish 600
[6104.438] simulate training iteration execution finish 601
[6116.727] simulate training iteration execution finish 602
[6129.017] simulate training iteration execution finish 603
[6141.307] simulate training iteration execution finish 604
[6153.597] simulate training iteration execution finish 605
[6165.887] simulate training iteration execution finish 606
[6178.177] simulate training iteration execution finish 607
[6190.467] simulate training iteration execution finish 608
[6202.757] simulate training iteration execution finish 609
[6215.047] simulate training iteration execution finish 610
[6227.337] simulate training iteration execution finish 611
[6239.627] simulate training iteration execution finish 612
[6251.917] simulate training iteration execution finish 613
[6264.208] simulate training iteration execution finish 614
[6276.498] simulate training iteration execution finish 615
[6288.788] simulate training iteration execution finish 616
[6301.078] simulate training iteration execution finish 617
[6313.368] simulate training iteration execution finish 618
[6325.658] simulate training iteration execution finish 619
[6337.948] simulate training iteration execution finish 620
[6350.238] simulate training iteration execution finish 621
[6362.528] simulate training iteration execution finish 622
[6374.818] simulate training iteration execution finish 623
[6387.108] simulate training iteration execution finish 624
[6399.398] simulate training iteration execution finish 625
[6411.688] simulate training iteration execution finish 626
[6423.977] simulate training iteration execution finish 627
[6436.267] simulate training iteration execution finish 628
[6448.557] simulate training iteration execution finish 629
[6460.847] simulate training iteration execution finish 630
[6473.137] simulate training iteration execution finish 631
[6485.427] simulate training iteration execution finish 632
[6497.717] simulate training iteration execution finish 633
[6510.007] simulate training iteration execution finish 634
[6522.297] simulate training iteration execution finish 635
[6534.587] simulate training iteration execution finish 636
[6546.877] simulate training iteration execution finish 637
[6559.167] simulate training iteration execution finish 638
[6571.458] simulate training iteration execution finish 639
[6583.748] simulate training iteration execution finish 640
[6596.038] simulate training iteration execution finish 641
[6608.328] simulate training iteration execution finish 642
[6620.618] simulate training iteration execution finish 643
[6632.908] simulate training iteration execution finish 644
[6645.198] simulate training iteration execution finish 645
[6657.488] simulate training iteration execution finish 646
[6669.778] simulate training iteration execution finish 647
[6682.068] simulate training iteration execution finish 648
[6694.358] simulate training iteration execution finish 649
[6706.648] simulate training iteration execution finish 650
[6718.938] simulate training iteration execution finish 651
